HG02282	2
HG02554	1
NA19836	2
NA19983	2
NA20355	2
HG03520	2
HG02953	1
HG03248	1
HG02587	2
HG02666	1
HG02769	2
HG02818	2
NA19331	1
NA19434	2
NA19036	2
NA19317	1
NA19347	1
NA19384	1
HG03452	2
NA19129	2
HG01114	2
HG01352	2
HG01457	1
HG01573	2
HG02106	2
HG00732	2
HG00733	2
NA18989	1
HG02018	2
HG02059	2
HG00171	2
HG00268	2
HG00358	1
HG01505	1
HG03807	2
HG04217	2
HG03683	2
HG04036	2
NA21487	2
